"Series Description","Percent change of total consumer credit, seasonally adjusted at an annual rate","Percent change of total revolving consumer credit, seasonally adjusted at an annual rate","Percent change of total nonrevolving consumer credit, seasonally adjusted at an annual rate","Total consumer credit owned and securitized, seasonally adjusted level","Revolving consumer credit owned and securitized, seasonally adjusted level","Nonrevolving consumer credit owned and securitized, seasonally adjusted level","Total consumer credit owned and securitized, not seasonally adjusted level","Total securitized consumer credit, not seasonally adjusted level","Total consumer credit owned and securitized by depository institutions, not seasonally adjusted level","Total consumer credit owned by depository institutions, not seasonally adjusted level","Total consumer credit owned by commercial banks, not seasonally adjusted level (discontinued after February 2011)","Total consumer credit owned by savings institutions, not seasonally adjusted level (discontinued after February 2011)","Total consumer credit securitized by depository institutions, not seasonally adjusted level","Total consumer credit owned and securitized by finance companies, not seasonally adjusted level","Total consumer credit owned by finance companies, not seasonally adjusted level","Total consumer credit securitized by finance companies, not seasonally adjusted level","Total consumer credit owned by credit unions, not seasonally adjusted level","Total consumer credit owned by federal government, not seasonally adjusted level","Total consumer credit owned by nonprofit and educational institutions, not seasonally adjusted level","Total consumer credit owned and securitized by nonfinancial business, not seasonally adjusted level","Total consumer credit owned by nonfinancial business, not seasonally adjusted level","Total consumer credit securitized by nonfinancial business, not seasonally adjusted level","Revolving consumer credit owned and securitized, not seasonally adjusted level","Revolving securitized consumer credit, not seasonally adjusted level","Revolving consumer credit owned and securitized by depository institutions, not seasonally adjusted level","Revolving consumer credit owned by depository institutions, not seasonally adjusted level","Revolving consumer credit owned by commercial banks, not seasonally adjusted level (discontinued after February 2011)","Revolving consumer credit owned by savings institutions, not seasonally adjusted level (discontinued after February 2011)","Revolving consumer credit securitized by depository institutions, not seasonally adjusted level","Revolving consumer credit owned and securitized by finance companies, not seasonally adjusted level","Revolving consumer credit owned by finance companies, not seasonally adjusted level","Revolving consumer credit securitized by finance companies, not seasonally adjusted level","Revolving consumer credit owned by credit unions, not seasonally adjusted level","Revolving consumer credit owned and securitized by nonfinancial business, not seasonally adjusted level","Revolving consumer credit owned by nonfinancial business, not seasonally adjusted level","Revolving consumer credit securitized by nonfinancial business, not seasonally adjusted level","Nonrevolving consumer credit owned and securitized, not seasonally adjusted level","Nonrevolving securitized consumer credit, not seasonally adjusted level","Nonrevolving consumer credit owned and securitized by depository institutions, not seasonally adjusted level","Nonrevolving consumer credit owned by depository institutions, not seasonally adjusted level","Nonrevolving consumer credit owned by commercial banks, not seasonally adjusted level (discontinued after February 2011)","Nonrevolving consumer credit owned by savings institutions, not seasonally adjusted level (discontinued after February 2011)","Nonrevolving consumer credit securitized by depository institutions, not seasonally adjusted level","Nonrevolving consumer credit owned and securitized by finance companies, not seasonally adjusted level","Nonrevolving consumer credit owned by finance companies, not seasonally adjusted level","Nonrevolving consumer credit securitized by finance companies, not seasonally adjusted level","Nonrevolving consumer credit owned by credit unions, not seasonally adjusted level","Nonrevolving consumer credit owned by federal government, not seasonally adjusted level","Nonrevolving consumer credit owned by nonprofit and educational institutions, not seasonally adjusted level","Nonrevolving consumer credit owned and securitized by nonfinancial business, not seasonally adjusted level","Nonrevolving consumer credit owned by nonfinancial business, not seasonally adjusted level","Nonrevolving consumer credit securitized by nonfinancial business, not seasonally adjusted level","Student loans owned and securitized, not seasonally adjusted level","Motor vehicle loans owned and securitized, not seasonally adjusted level","Total consumer credit owned and securitized, seasonally adjusted flow, monthly rate","Revolving consumer credit owned and securitized, seasonally adjusted flow, monthly rate","Nonrevolving consumer credit owned and securitized, seasonally adjusted flow, monthly rate","Total consumer credit owned and securitized, not seasonally adjusted flow, monthly rate","Total securitized consumer credit, not seasonally adjusted flow, monthly rate","Total consumer credit owned and securitized by depository institutions, not seasonally adjusted flow, monthly rate","Total consumer credit owned by depository institutions, not seasonally adjusted flow, monthly rate","Total consumer credit owned by commercial banks, not seasonally adjusted flow, monthly rate (discontinued after February 2011)","Total consumer credit owned by savings institutions, not seasonally adjusted flow, monthly rate (discontinued after February 2011)","Total consumer credit securitized by depository institutions, not seasonally adjusted flow, monthly rate","Total consumer credit owned and securitized by finance companies, not seasonally adjusted flow, monthly rate","Total consumer credit owned by finance companies, not seasonally adjusted flow, monthly rate","Total consumer credit securitized by finance companies, not seasonally adjusted flow, monthly rate","Total consumer credit owned by credit unions, not seasonally adjusted flow, monthly rate","Total consumer credit owned by federal government, not seasonally adjusted flow, monthly rate","Total consumer credit owned by nonprofit and educational institutions, not seasonally adjusted flow, monthly rate","Total consumer credit owned and securitized by nonfinancial business, not seasonally adjusted flow, monthly rate","Total consumer credit owned by nonfinancial business, not seasonally adjusted flow, monthly rate","Total consumer credit securitized by nonfinancial business, not seasonally adjusted flow, monthly rate","Revolving consumer credit owned and securitized, not seasonally adjusted flow, monthly rate","Revolving securitized consumer credit, not seasonally adjusted flow, monthly rate","Revolving consumer credit owned and securitized by depository institutions, not seasonally adjusted flow, monthly rate","Revolving consumer credit owned by depository institutions, not seasonally adjusted flow, monthly rate","Revolving consumer credit owned by commercial banks, not seasonally adjusted flow, monthly rate (discontinued after February 2011)","Revolving consumer credit owned by savings institutions, not seasonally adjusted flow, monthly rate (discontinued after February 2011)","Revolving consumer credit securitized by depository institutions, not seasonally adjusted flow, monthly rate","Revolving consumer credit owned and securitized by finance companies, not seasonally adjusted flow, monthly rate","Revolving consumer credit owned by finance companies, not seasonally adjusted flow, monthly rate","Revolving consumer credit securitized by finance companies, not seasonally adjusted flow, monthly rate","Revolving consumer credit owned by credit unions, not seasonally adjusted flow, monthly rate","Revolving consumer credit owned and securitized by nonfinancial business, not seasonally adjusted flow, monthly rate","Revolving consumer credit owned by nonfinancial business, not seasonally adjusted flow, monthly rate","Revolving consumer credit securitized by nonfinancial business, not seasonally adjusted flow, monthly rate","Nonrevolving consumer credit owned and securitized, not seasonally adjusted flow, monthly rate","Nonrevolving securitized consumer credit, not seasonally adjusted flow, monthly rate","Nonrevolving consumer credit owned and securitized by depository institutions, not seasonally adjusted flow, monthly rate","Nonrevolving consumer credit owned by depository institutions, not seasonally adjusted flow, monthly rate","Nonrevolving consumer credit owned by commercial banks, not seasonally adjusted flow, monthly rate (discontinued after February 2011)","Nonrevolving consumer credit owned by savings institutions, not seasonally adjusted flow, monthly rate (discontinued after February 2011)","Nonrevolving consumer credit securitized by depository institutions, not seasonally adjusted flow, monthly rate","Nonrevolving consumer credit owned and securitized by finance companies, not seasonally adjusted flow, monthly rate","Nonrevolving consumer credit owned by finance companies, not seasonally adjusted flow, monthly rate","Nonrevolving consumer credit securitized by finance companies, not seasonally adjusted flow, monthly rate","Nonrevolving consumer credit owned by credit unions, not seasonally adjusted flow, monthly rate","Nonrevolving consumer credit owned by federal government, not seasonally adjusted flow, monthly rate","Nonrevolving consumer credit owned by nonprofit and educational institutions, not seasonally adjusted flow, monthly rate","Nonrevolving consumer credit owned and securitized by nonfinancial business, not seasonally adjusted flow, monthly rate","Nonrevolving consumer credit owned by nonfinancial business, not seasonally adjusted flow, monthly rate","Nonrevolving consumer credit securitized by nonfinancial business, not seasonally adjusted flow, monthly rate","Student loans owned and securitized, not seasonally adjusted flow, monthly rate","Motor vehicle loans owned and securitized, not seasonally adjusted flow, monthly rate","Finance rate on consumer installment loans at commercial banks, new autos 48 month loan; not seasonally adjusted","Finance rate on consumer installment loans at commercial banks, new autos 60 month loan; not seasonally adjusted","Finance rate on personal loans at commercial banks, 24 month loan; not seasonally adjusted","Commercial bank interest rate on credit card plans, all accounts; not seasonally adjusted","Commercial bank interest rate on credit card plans, accounts assessed interest; not seasonally adjusted","New car average finance rate at auto finance companies, not seasonally adjusted (discontinued after January 2011)","Weighted-average maturity of new car loans at auto finance companies, not seasonally adjusted (discontinued after January 2011)","Loan-to-value ratio of new car loans at auto finance companies, not seasonally adjusted (discontinued after January 2011)","Average amount financed for new car loans at auto finance companies, not seasonally adjusted (discontinued after January 2011)","Average maturity of new car loans at finance companies, amount of finance weighted, not seasonally adjusted","Average finance rate of new car loans at finance companies, amount of finance weighted, not seasonally adjusted","Average amount financed for new car loans at finance companies, not seasonally adjusted"
2003-05,7.99,4.66,10.01,2027502.51,763704.74,1263797.77,2018079.96,638468.05,1093812.38,673450.35,601381.83,72068.52,420362.03,513591.09,321142.61,192448.48,197117.60,114896.95,,98661.96,73004.41,25657.55,758726.46,407992.88,603900.89,254840.28,236734.70,18105.58,349060.61,74180.71,40905.99,33274.72,20988.00,59656.87,33999.32,25657.55,1259353.50,230475.18,489911.49,418610.07,364647.13,53962.93,71301.42,439410.38,280236.63,159173.76,176129.60,114896.94,,39005.09,39005.09,,,ND,13402.73,2952.31,10450.42,13882.09,4734.57,13638.22,7605.18,5852.15,1753.03,6033.04,1022.25,1275.27,-253.02,1295.78,-1945.66,,-128.50,916.95,-1045.45,3316.69,-532.81,7166.43,6108.05,5030.88,1077.16,1058.38,-3473.63,-2927.89,-545.74,85.00,-461.10,584.35,-1045.45,10565.40,5267.38,6471.79,1497.13,821.27,675.87,4974.66,4495.88,4203.16,292.72,1210.78,-1945.66,,332.61,332.61,,,ND,7.05,,12.19,12.12,12.89,2.74,60.76,97.33,27920.04,,,
2003-06,3.41,0.17,5.37,2033268.41,763814.88,1269453.53,2021930.44,631816.92,1093681.15,677448.84,603683.84,73765.00,416232.31,517817.86,327925.55,189892.31,198917.25,113414.17,,98099.99,72407.69,25692.30,759334.70,407437.09,605715.18,256111.84,236963.84,19148.00,349603.34,73340.38,41198.93,32141.45,21105.00,59174.13,33481.83,25692.30,1262595.74,224379.83,487965.97,421337.00,366720.00,54617.00,66628.97,444477.48,286726.63,157750.86,177812.25,113414.17,,38925.86,38925.86,,,726902.36,5765.91,110.15,5655.76,3850.48,-6651.13,-131.23,3998.49,2302.01,1696.48,-4129.72,4226.77,6782.94,-2556.17,1799.65,-1482.77,,-561.97,-596.72,34.75,608.23,-555.78,1814.29,1271.56,229.14,1042.42,542.73,-840.33,292.94,-1133.27,117.00,-482.74,-517.49,34.75,3242.24,-6095.35,-1945.52,2726.93,2072.87,654.07,-4672.45,5067.10,6490.00,-1422.90,1682.65,-1482.77,,-79.23,-79.23,,,5604.39,ND,,ND,ND,ND,3.29,62.20,96.82,26945.05,,,
2003-07,4.01,0.90,5.88,2040064.39,764388.66,1275675.74,2028553.58,614996.44,1094030.79,676788.13,603381.99,73406.14,417242.66,524351.76,350249.04,174102.72,201105.74,111722.38,,97342.91,73691.86,23651.05,758595.82,406117.06,604683.89,254093.42,234818.39,19275.03,350590.47,74085.45,42209.91,31875.54,21272.00,58554.47,34903.42,23651.05,1269957.77,208879.37,489346.90,422694.71,368563.60,54131.11,66652.19,450266.30,308039.13,142227.18,179833.74,111722.39,,38788.44,38788.44,,,ND,6795.98,573.77,6222.21,6623.14,-16820.49,349.64,-660.71,-301.85,-358.86,1010.35,6533.89,22323.48,-15789.59,2188.48,-1691.79,,-757.08,1284.17,-2041.25,-738.88,-1320.03,-1031.29,-2018.42,-2145.45,127.03,987.13,745.07,1010.98,-265.91,167.00,-619.66,1421.59,-2041.25,7362.03,-15500.46,1380.93,1357.71,1843.60,-485.89,23.22,5788.82,21312.50,-15523.68,2021.48,-1691.79,,-137.42,-137.42,,,ND,ND,,ND,ND,ND,3.67,62.30,95.18,26129.44,,,
2003-08,5.33,3.04,6.70,2049124.34,766324.40,1282799.94,2049098.61,613446.87,1102824.06,683857.03,610809.74,73047.28,418967.03,535467.66,364673.62,170794.04,202874.65,110421.75,,97510.49,73824.69,23685.80,764265.56,407559.22,609005.71,256293.61,236891.54,19402.07,352712.10,75518.41,44357.09,31161.32,21390.00,58351.45,34665.65,23685.80,1284833.05,205887.65,493818.35,427563.42,373918.20,53645.22,66254.93,459949.25,320316.53,139632.72,181484.65,110421.75,,39159.04,39159.04,,,ND,9059.94,1935.74,7124.21,20545.03,-1549.56,8793.27,7068.90,7427.76,-358.86,1724.37,11115.90,14424.58,-3308.68,1768.91,-1300.63,,167.58,132.83,34.75,5669.75,1442.16,4321.82,2200.19,2073.16,127.03,2121.63,1432.96,2147.18,-714.22,118.00,-203.03,-237.78,34.75,14875.28,-2991.72,4471.45,4868.71,5354.60,-485.89,-397.26,9682.95,12277.41,-2594.46,1650.91,-1300.63,,370.61,370.61,,,ND,6.76,,11.97,12.47,13.13,3.98,62.43,93.38,25406.62,,,
2003-09,4.67,-0.44,7.72,2057090.79,766041.92,1291048.87,2059675.30,611235.25,1068842.35,686823.82,614123.82,72700.00,382018.53,580138.92,374642.75,205496.17,203426.28,110491.05,,96776.70,73056.15,23720.55,764703.05,409288.56,609504.60,255536.82,236011.82,19525.00,353967.78,76024.30,44424.07,31600.23,21291.00,57883.15,34162.60,23720.55,1294972.25,201946.69,459337.75,431287.00,378112.00,53175.00,28050.75,504114.63,330218.69,173895.94,182135.28,110491.05,,38893.55,38893.55,,,750351.17,7966.45,-282.47,8248.93,10576.69,-2211.62,18.29,2966.79,3314.08,-347.28,-2948.50,10671.27,9969.14,702.13,551.62,69.30,,-733.79,-768.54,34.75,437.49,1729.34,498.89,-756.79,-879.72,122.93,1255.68,505.89,66.98,438.91,-99.00,-468.30,-503.05,34.75,10139.21,-3940.97,-480.60,3723.58,4193.80,-470.22,-4204.18,10165.37,9902.16,263.22,650.62,69.30,,-265.49,-265.49,,,7816.27,ND,,ND,ND,ND,4.12,62.80,93.79,25663.17,,,
2003-10,4.90,-0.79,8.28,2065495.10,765535.19,1299959.91,2069683.22,618028.04,1068871.98,683391.65,608947.23,74444.42,385480.33,591881.38,382962.97,208918.41,204098.40,108544.61,,96286.84,72657.54,23629.30,764538.80,412143.53,609754.54,252297.19,231315.53,20981.66,357457.35,76082.54,45025.66,31056.88,21261.00,57440.72,33811.42,23629.30,1305144.42,205884.51,459117.44,431094.46,377631.70,53462.76,28022.98,515798.85,337937.31,177861.53,182837.40,108544.61,,38846.13,38846.13,,,ND,8404.31,-506.73,8911.04,10007.92,6792.79,29.63,-3432.17,-5176.59,1744.42,3461.80,11742.46,8320.22,3422.24,672.13,-1946.45,,-489.85,-398.60,-91.25,-164.25,2854.97,249.94,-3239.63,-4696.29,1456.66,3489.57,58.24,601.59,-543.35,-30.00,-442.43,-351.18,-91.25,10172.17,3937.82,-220.31,-192.54,-480.30,287.76,-27.77,11684.22,7718.63,3965.59,702.13,-1946.45,,-47.42,-47.42,,,ND,ND,,ND,ND,ND,4.30,62.98,93.57,26066.60,,,
2003-11,0.53,-0.83,1.32,2066400.09,765007.92,1301392.17,2072467.00,602625.57,1099829.57,715900.31,639767.74,76132.58,383929.26,595068.12,387735.86,207332.26,204436.80,106037.19,,67095.32,55731.27,11364.05,768820.85,398156.88,642172.20,286828.97,264437.64,22391.34,355343.23,78922.62,47473.02,31449.60,21379.00,26347.04,14982.99,11364.05,1303646.14,204468.69,457657.37,429071.34,375330.10,53741.24,28586.03,516145.50,340262.84,175882.66,183057.80,106037.19,,40748.28,40748.28,,,ND,904.99,-527.27,1432.26,2783.78,-1402.48,16957.59,18508.66,16820.51,1688.15,-1551.07,3186.74,4772.89,-1586.15,338.40,-2507.42,,-15191.52,-16926.27,1734.75,4282.05,13.34,18417.66,20531.78,19122.11,1409.67,-2114.12,2840.08,2447.36,392.72,118.00,-17093.68,-18828.43,1734.75,-1498.28,-1415.82,-1460.07,-2023.12,-2301.60,278.48,563.05,346.66,2325.53,-1978.87,220.40,-2507.42,,1902.15,1902.15,,,ND,6.82,,11.97,12.35,12.93,4.31,62.46,93.72,26306.23,,,
2003-12,6.37,5.10,7.11,2077360.69,768258.31,1309102.38,2102931.98,594764.67,1122063.94,747262.77,669385.77,77877.00,374801.17,601502.47,393043.94,208458.53,205877.28,102918.04,,70570.25,59065.29,11504.96,790387.72,398854.56,662423.11,308862.77,285014.77,23848.00,353560.34,79054.95,45265.69,33789.26,22410.00,26499.66,14994.70,11504.96,1312544.26,195910.10,459640.83,438400.00,384371.00,54029.00,21240.83,522447.52,347778.25,174669.27,183467.28,102918.04,,44070.59,44070.59,,,759485.04,10960.60,3250.39,7710.21,30464.98,-7860.90,22234.36,31362.45,29618.03,1744.42,-9128.09,6434.35,5308.08,1126.27,1440.48,-3119.15,,3474.93,3334.02,140.91,21566.87,697.69,20250.90,22033.79,20577.13,1456.66,-1782.89,132.34,-2207.32,2339.66,1031.00,152.62,11.71,140.91,8898.11,-8558.59,1983.46,9328.66,9040.90,287.76,-7345.20,6302.02,7515.41,-1213.39,409.48,-3119.15,,3322.31,3322.31,,,3044.62,ND,,ND,ND,ND,4.04,61.03,94.29,27105.07,,,
2004-01,6.29,3.77,7.76,2088243.04,770672.50,1317570.54,2108325.17,589050.82,1123390.63,748862.26,669762.97,79099.29,374528.37,606296.80,402125.31,204171.49,206147.06,104219.84,,68270.84,57919.88,10350.96,780848.45,397435.72,653786.29,300048.15,277003.77,23044.38,353738.14,80495.21,47148.59,33346.62,21012.00,25554.94,15203.98,10350.96,1327476.72,191615.10,469604.33,448814.10,392759.20,56054.90,20790.23,525801.58,354976.72,170824.87,185135.06,104219.84,,42715.90,42715.90,,,ND,10882.35,2414.19,8468.16,5393.19,-5713.85,1326.69,1599.49,377.20,1222.29,-272.80,4794.33,9081.37,-4287.04,269.78,1301.80,,-2299.41,-1145.41,-1154.00,-9539.27,-1418.84,-8636.81,-8814.61,-8011.00,-803.62,177.80,1440.26,1882.90,-442.64,-1398.00,-944.72,209.28,-1154.00,14932.46,-4295.00,9963.50,10414.10,8388.20,2025.90,-450.60,3354.06,7198.47,-3844.40,1667.78,1301.80,,-1354.69,-1354.69,,,ND,ND,,ND,ND,ND,3.69,59.92,93.79,27239.67,,,
2004-02,4.08,2.63,4.93,2095340.36,772362.27,1322978.09,2094372.50,581129.66,1113501.79,741985.22,661742.51,80242.71,371516.57,605385.44,406048.30,199337.14,205590.34,102942.54,,66952.40,56676.44,10275.96,772083.33,393847.66,646051.88,295440.73,273148.11,22292.62,350611.15,79338.66,46378.11,32960.55,21570.00,25122.79,14846.83,10275.96,1322289.17,187282.01,467449.92,446544.50,388594.40,57950.10,20905.42,526046.78,359670.19,166376.59,184020.34,102942.54,,41829.60,41829.60,,,ND,7097.33,1689.77,5407.55,-13952.67,-7921.16,-9888.83,-6877.03,-8020.46,1143.43,-3011.80,-911.36,3922.99,-4834.35,-556.72,-1277.30,,-1318.45,-1243.45,-75.00,-8765.12,-3588.06,-7734.42,-4607.43,-3855.66,-751.77,-3126.99,-1156.55,-770.48,-386.07,558.00,-432.15,-357.15,-75.00,-5187.54,-4333.09,-2154.41,-2269.60,-4164.80,1895.20,115.19,245.19,4693.47,-4448.28,-1114.72,-1277.30,,-886.29,-886.29,,,ND,6.72,,11.88,12.67,12.42,3.46,59.16,94.33,26296.19,,,
2004-03,8.24,8.90,7.85,2109720.32,778092.48,1331627.84,2096471.95,580544.50,1114049.30,739500.76,658035.76,81465.00,374548.54,607764.74,411969.73,195795.01,207085.61,101366.74,,66205.57,56004.61,10200.96,768593.25,396559.91,642870.93,290101.76,268612.76,21489.00,352769.17,79415.10,45825.32,33589.78,21572.00,24735.22,14534.26,10200.96,1327878.70,183984.60,471178.37,449399.00,389423.00,59976.00,21779.37,528349.64,366144.41,162205.23,185513.61,101366.74,,41470.35,41470.35,,,760294.41,14379.96,5730.21,8649.75,2099.45,-585.16,547.51,-2484.46,-3706.75,1222.29,3031.97,2379.30,5921.43,-3542.13,1495.27,-1575.80,,-746.83,-671.83,-75.00,-3490.07,2712.25,-3180.94,-5338.96,-4535.35,-803.62,2158.02,76.44,-552.79,629.23,2.00,-387.57,-312.57,-75.00,5589.52,-3297.41,3728.45,2854.50,828.60,2025.90,873.95,2302.86,6474.22,-4171.36,1493.27,-1575.80,,-359.26,-359.26,,,269.79,ND,,ND,ND,ND,4.04,59.59,93.28,25873.03,,,
2004-04,1.70,-3.91,4.99,2112716.15,775554.79,1337161.36,2101003.26,577720.54,1116392.02,744703.27,661040.03,83663.24,371688.75,614068.17,418162.34,195905.83,207744.73,96645.61,,66152.73,56026.77,10125.96,769322.73,393879.22,644215.30,293438.42,270748.43,22689.99,350776.88,79095.54,46119.16,32976.38,21265.00,24746.89,14620.93,10125.96,1331680.54,183841.32,472176.72,451264.85,390291.60,60973.25,20911.87,534972.64,372043.19,162929.45,186479.73,96645.61,,41405.84,41405.84,,,ND,2995.82,-2537.70,5533.52,4531.31,-2823.96,2342.72,5202.51,3004.27,2198.24,-2859.79,6303.43,6192.61,110.82,659.12,-4721.13,,-52.84,22.16,-75.00,729.47,-2680.69,1344.37,3336.66,2135.67,1200.99,-1992.29,-319.57,293.83,-613.40,-307.00,11.67,86.67,-75.00,3801.84,-143.27,998.35,1865.85,868.60,997.25,-867.50,6623.00,5898.78,724.22,966.12,-4721.13,,-64.51,-64.51,,,ND,ND,,ND,ND,ND,4.31,60.32,93.24,25917.65,,,
2004-05,4.61,3.92,5.02,2120839.15,778088.65,1342750.50,2109813.27,570342.67,1120392.31,752982.36,667047.60,85934.76,367409.95,624117.51,429357.75,194759.76,209079.62,91687.72,,64536.11,56363.15,8172.96,772188.43,387951.81,648867.16,301965.71,278034.70,23931.01,346901.45,79135.90,46258.50,32877.40,21385.00,22800.36,14627.40,8172.96,1337624.85,182390.86,471525.15,451016.65,389012.90,62003.75,20508.50,544981.61,383099.25,161882.36,187694.62,91687.72,,41735.75,41735.75,,,ND,8123.00,2533.87,5589.14,8810.01,-7377.87,4000.29,8279.09,6007.57,2271.52,-4278.80,10049.34,11195.41,-1146.07,1334.89,-4957.89,,-1616.62,336.38,-1953.00,2865.70,-5927.41,4651.86,8527.29,7286.27,1241.02,-3875.43,40.37,139.35,-98.98,120.00,-1946.53,6.47,-1953.00,5944.31,-1450.47,-651.58,-248.21,-1278.70,1030.49,-403.37,10008.97,11056.06,-1047.09,1214.89,-4957.88,,329.91,329.91,,,ND,6.43,,11.80,12.69,12.93,4.21,60.58,92.13,25853.93,,,
2004-06,4.05,2.53,4.92,2127989.41,779731.22,1348258.19,2114539.43,574856.96,1121197.14,748704.18,660571.18,88133.00,372492.96,630504.02,436237.99,194266.03,211683.70,86956.10,,64198.45,56100.49,8097.96,774311.98,388816.06,651044.85,300614.18,275482.18,25132.00,350430.67,78963.39,48675.96,30287.43,21606.00,22697.74,14599.78,8097.96,1340227.45,186040.89,470152.29,448090.00,385089.00,63001.00,22062.29,551540.63,387562.03,163978.60,190077.70,86956.10,,41500.71,41500.71,,,768021.39,7150.26,1642.57,5507.69,4726.15,4514.29,804.83,-4278.18,-6476.42,2198.24,5083.01,6386.51,6880.24,-493.73,2604.08,-4731.62,,-337.66,-262.66,-75.00,2123.55,864.25,2177.69,-1351.53,-2552.52,1200.99,3529.22,-172.51,2417.46,-2589.97,221.00,-102.63,-27.63,-75.00,2602.60,3650.04,-1372.86,-2926.65,-3923.90,997.25,1553.79,6559.02,4462.78,2096.23,2383.08,-4731.62,,-235.04,-235.04,,,2575.66,ND,,ND,ND,ND,4.99,60.97,90.75,24803.73,,,
2004-07,5.13,9.78,2.45,2137092.98,786087.14,1351005.83,2124468.09,573579.48,1126705.05,752628.11,664144.00,88484.11,374076.94,636402.78,444923.20,191479.58,211832.09,85945.38,,63582.80,55559.84,8022.96,779811.15,390032.34,656004.32,303702.82,278453.90,25248.92,352301.50,80064.45,50356.57,29707.88,21697.00,22045.37,14022.41,8022.96,1344656.94,183547.14,470700.72,448925.28,385690.10,63235.18,21775.44,556338.33,394566.63,161771.70,190135.09,85945.37,,41537.43,41537.43,,,ND,9103.57,6355.92,2747.65,9928.66,-1277.48,5507.90,3923.92,3572.81,351.11,1583.98,5898.75,8685.20,-2786.45,148.39,-1010.73,,-615.65,-540.65,-75.00,5499.17,1216.28,4959.47,3088.64,2971.71,116.92,1870.83,1101.06,1680.61,-579.55,91.00,-652.36,-577.36,-75.00,4429.49,-2493.76,548.43,835.28,601.10,234.18,-286.85,4797.70,7004.59,-2206.89,57.39,-1010.73,,36.72,36.72,,,ND,ND,,ND,ND,ND,5.91,61.15,88.89,23821.36,,,
2004-08,3.56,1.41,4.81,2143435.12,787011.66,1356423.46,2144512.67,570547.70,1135888.98,762604.67,673769.45,88835.22,373284.31,644345.03,455209.59,189135.44,213880.13,86437.21,,63961.32,55833.36,8127.96,784735.08,386680.44,660683.20,311411.90,286046.05,25365.85,349271.30,79756.61,50475.43,29281.18,22235.00,22060.27,13932.31,8127.96,1359777.59,183867.27,475205.78,451192.77,387723.40,63469.37,24013.01,564588.42,404734.16,159854.26,191645.13,86437.21,,41901.05,41901.05,,,ND,6342.14,924.52,5417.62,20044.58,-3031.78,9183.94,9976.57,9625.46,351.11,-792.63,7942.25,10286.39,-2344.14,2048.04,491.84,,378.52,273.52,105.00,4923.94,-3351.91,4678.88,7709.08,7592.16,116.92,-3030.20,-307.84,118.86,-426.70,538.00,14.90,-90.10,105.00,15120.65,320.13,4505.05,2267.48,2033.30,234.18,2237.57,8250.09,10167.53,-1917.44,1510.04,491.84,,363.62,363.62,,,ND,6.55,,12.02,13.02,13.60,6.15,61.06,84.03,22950.51,,,
2004-09,9.36,10.10,8.93,2160148.30,793635.81,1366512.48,2164874.52,572547.60,1145149.64,765493.61,676318.61,89175.00,379656.03,655956.40,471117.78,184838.62,214470.97,87139.80,,62157.72,54104.76,8052.96,792724.03,391737.91,667079.63,311679.61,286200.61,25479.00,355400.02,83002.74,54717.81,28284.93,22166.00,20475.67,12422.71,8052.96,1372150.49,180809.70,478070.01,453814.00,390118.00,63696.00,24256.01,572953.66,416399.97,156553.69,192304.97,87139.80,,41682.05,41682.05,,,790243.43,16713.18,6624.15,10089.02,20361.85,1999.90,9260.65,2888.93,2549.15,339.78,6371.72,11611.37,15908.19,-4296.82,590.83,702.59,,-1803.60,-1728.60,-75.00,7988.95,5057.47,6396.42,267.70,154.55,113.15,6128.72,3246.13,4242.38,-996.25,-69.00,-1584.60,-1509.60,-75.00,12372.90,-3057.57,2864.23,2621.23,2394.60,226.63,243.00,8365.24,11665.81,-3300.57,659.83,702.59,,-219.00,-219.00,,,7407.35,ND,,ND,ND,ND,6.04,61.18,81.41,22765.47,,,
2004-10,9.21,4.63,11.86,2176719.34,796696.49,1380022.85,2181572.85,573044.40,1149485.23,766847.86,676956.83,89891.03,382637.37,666948.91,484519.84,182429.07,215674.61,87349.95,,62114.15,54136.19,7977.96,795558.11,392231.69,668488.77,311681.26,285384.13,26297.13,356807.51,84633.65,57187.43,27446.22,22057.00,20378.69,12400.73,7977.96,1386014.74,180812.71,480996.46,455166.60,391572.70,63593.90,25829.86,582315.25,427332.41,154982.85,193617.61,87349.95,,41735.46,41735.46,,,ND,16571.05,3060.68,13510.37,16698.33,496.79,4335.60,1354.26,638.22,716.03,2981.34,10992.51,13402.06,-2409.55,1203.65,210.14,,-43.58,31.42,-75.00,2834.08,493.78,1409.14,1.65,-816.48,818.13,1407.49,1630.92,2469.63,-838.71,-109.00,-96.98,-21.98,-75.00,13864.25,3.01,2926.45,1352.60,1454.70,-102.10,1573.85,9361.59,10932.44,-1570.85,1312.65,210.14,,53.40,53.40,,,ND,ND,,ND,ND,ND,4.79,63.21,84.86,24710.92,,,
